disease_id,molecular_id,Relationship,source
176,38,Disease_Mapped_To_Gene,NCI_Thesaurus
176,39,Disease_Mapped_To_Gene,NCI_Thesaurus
176,40,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
176,41,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
176,42,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
176,43,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
176,44,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
176,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
106,46,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
106,16,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
325,48,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
860,49,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
860,50,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
860,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
860,52,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
860,53,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
860,54,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
860,55,Disease_Mapped_To_Gene,NCI_Thesaurus
860,56,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
860,57,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
743,56,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
743,51,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
743,57,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
743,61,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
743,62,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
744,56,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
744,51,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
744,57,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
744,61,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
744,62,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
749,61,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
749,62,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
750,61,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
750,62,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
751,61,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
751,62,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
764,74,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
779,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
779,76,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
779,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
779,78,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
779,79,Disease_Mapped_To_Gene,NCI_Thesaurus
779,80,Disease_Mapped_To_Gene,NCI_Thesaurus
779,81,Disease_Mapped_To_Gene,NCI_Thesaurus
779,79,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
779,83,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
779,80,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
779,85,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
779,81,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
776,87,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,88,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,89,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,90,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,91,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,92,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,93,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,94,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,95,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,96,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,97,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,29,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,99,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
776,100,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
780,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
780,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
780,103,Disease_Mapped_To_Gene,NCI_Thesaurus
780,103,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
780,105,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
772,106,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
785,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
785,108,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
785,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
785,110,Disease_Mapped_To_Gene,NCI_Thesaurus
785,111,Disease_Mapped_To_Gene,NCI_Thesaurus
785,112,Disease_Mapped_To_Gene,NCI_Thesaurus
785,110,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
785,114,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
785,111,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
785,112,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
785,117,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
786,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
786,119,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
786,108,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
786,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
786,110,Disease_Mapped_To_Gene,NCI_Thesaurus
786,111,Disease_Mapped_To_Gene,NCI_Thesaurus
786,112,Disease_Mapped_To_Gene,NCI_Thesaurus
788,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
788,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
788,127,Disease_Mapped_To_Gene,NCI_Thesaurus
788,127,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
788,129,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
789,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
789,95,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
789,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
789,127,Disease_Mapped_To_Gene,NCI_Thesaurus
766,7,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
766,135,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
766,136,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
766,11,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,87,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,88,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,89,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,90,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,91,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,92,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,93,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,94,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,95,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,96,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,97,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,29,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,99,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
777,100,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
773,152,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
773,106,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
773,154,Disease_Mapped_To_Gene,NCI_Thesaurus
773,154,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
773,156,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
774,106,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
774,158,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
774,159,Disease_Mapped_To_Gene,NCI_Thesaurus
774,159,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
774,161,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
775,87,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,88,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,89,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,90,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,91,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,92,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,93,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,94,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,95,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,96,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,97,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,29,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,99,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
775,100,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
778,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
778,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
781,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
781,179,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
781,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
781,181,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
781,182,Disease_Mapped_To_Gene,NCI_Thesaurus
781,103,Disease_Mapped_To_Gene,NCI_Thesaurus
781,182,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
782,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
782,186,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
782,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
782,188,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
782,103,Disease_Mapped_To_Gene,NCI_Thesaurus
782,190,Disease_Mapped_To_Gene,NCI_Thesaurus
782,190,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
787,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
787,193,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
787,108,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
787,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
787,110,Disease_Mapped_To_Gene,NCI_Thesaurus
787,111,Disease_Mapped_To_Gene,NCI_Thesaurus
787,112,Disease_Mapped_To_Gene,NCI_Thesaurus
783,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
783,200,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
783,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
783,202,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
783,103,Disease_Mapped_To_Gene,NCI_Thesaurus
783,204,Disease_Mapped_To_Gene,NCI_Thesaurus
783,204,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
790,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
790,99,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
790,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
790,127,Disease_Mapped_To_Gene,NCI_Thesaurus
784,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
784,211,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
784,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
784,213,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
784,214,Disease_Mapped_To_Gene,NCI_Thesaurus
784,215,Disease_Mapped_To_Gene,NCI_Thesaurus
784,103,Disease_Mapped_To_Gene,NCI_Thesaurus
784,214,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
784,215,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
791,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
791,220,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
791,221,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
791,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
791,223,Disease_Mapped_To_Gene,NCI_Thesaurus
791,224,Disease_Mapped_To_Gene,NCI_Thesaurus
791,223,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
791,224,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
791,227,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
799,228,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
799,229,Disease_Mapped_To_Gene,NCI_Thesaurus
799,229,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
792,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
792,232,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
792,233,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
792,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
792,235,Disease_Mapped_To_Gene,NCI_Thesaurus
792,236,Disease_Mapped_To_Gene,NCI_Thesaurus
792,235,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
792,236,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
792,239,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
793,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
793,241,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
793,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
793,243,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
793,244,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
793,245,Disease_Mapped_To_Gene,NCI_Thesaurus
793,246,Disease_Mapped_To_Gene,NCI_Thesaurus
793,245,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
793,248,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
793,246,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
794,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
794,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
794,243,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
794,245,Disease_Mapped_To_Gene,NCI_Thesaurus
794,254,Disease_Mapped_To_Gene,NCI_Thesaurus
794,255,Disease_Mapped_To_Gene,NCI_Thesaurus
794,256,Disease_Mapped_To_Gene,NCI_Thesaurus
794,257,Disease_Mapped_To_Gene,NCI_Thesaurus
794,258,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
794,259,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
794,260,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
794,261,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
794,262,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
794,263,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
794,264,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
794,265,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
794,245,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
794,248,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
794,254,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
794,255,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
794,256,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
794,257,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
769,110,Disease_Mapped_To_Gene,NCI_Thesaurus
769,112,Disease_Mapped_To_Gene,NCI_Thesaurus
769,119,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
769,193,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
769,108,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
769,110,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
769,114,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
769,112,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
769,117,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
770,245,Disease_Mapped_To_Gene,NCI_Thesaurus
770,282,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
770,220,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
770,284,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
770,74,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
770,286,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
770,245,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
770,248,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
795,75,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
795,290,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
795,77,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
795,292,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
795,293,Disease_Mapped_To_Gene,NCI_Thesaurus
795,103,Disease_Mapped_To_Gene,NCI_Thesaurus
795,293,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
795,103,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
795,105,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
147,298,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
147,90,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
147,300,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
147,92,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
147,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
185,21,Disease_Mapped_To_Gene,NCI_Thesaurus
185,304,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
185,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
185,21,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
185,307,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
185,308,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
376,309,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
375,309,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
234,311,Disease_Mapped_To_Gene,NCI_Thesaurus
234,312,Disease_Mapped_To_Gene,NCI_Thesaurus
234,20,Disease_Mapped_To_Gene,NCI_Thesaurus
234,21,Disease_Mapped_To_Gene,NCI_Thesaurus
234,315,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
234,316,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
234,35,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
234,318,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
234,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
385,18,Disease_Mapped_To_Gene,NCI_Thesaurus
385,21,Disease_Mapped_To_Gene,NCI_Thesaurus
385,315,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
385,34,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
385,324,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
385,35,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
385,36,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
385,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
4,22,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
4,329,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
4,330,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,331,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,332,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,333,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,334,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,335,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,336,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,92,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,338,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,27,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,340,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,341,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,342,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,330,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,28,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,29,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,31,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
287,347,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
287,348,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
287,349,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
287,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
804,351,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1135,352,Disease_Mapped_To_Gene,NCI_Thesaurus
1135,353,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1135,354,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
288,331,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,332,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,333,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,334,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,335,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,336,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,92,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,338,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,27,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,340,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,341,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,342,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,330,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,28,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,29,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,31,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
288,347,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
288,348,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
288,349,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
288,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
857,375,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
857,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
857,55,Disease_Mapped_To_Gene,NCI_Thesaurus
857,56,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
857,57,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
802,380,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
802,381,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1356,380,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1356,381,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
883,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
1122,385,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
1122,386,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
189,20,Disease_Mapped_To_Gene,NCI_Thesaurus
189,388,Disease_Mapped_To_Gene,NCI_Thesaurus
189,21,Disease_Mapped_To_Gene,NCI_Thesaurus
189,20,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
189,391,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
189,388,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
189,393,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
189,21,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
189,307,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
189,308,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
6,311,Disease_Mapped_To_Gene,NCI_Thesaurus
6,20,Disease_Mapped_To_Gene,NCI_Thesaurus
6,315,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
